title,slug,url,metasearch_url,description,short_description,media_url,group_info,created,updated,ontology_terms,license,category
TagScan,tagscan,https://epd.expasy.org/tagger/tagscan.html,,TagScan allows searching for exact or near-exact matches between oligonucleotide queries of up to 60 bases and sequence databases comprising entire genomes or mRNA reference sequences. The smallest query allowed is 10 nucleotides long.,Genome-wide sequence tag scanner,,"<p>Developed by the Computational Cancer Genomics group of <a target=""_blank"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/directory/person/philipp-bucher"" tt-mode=""url"">Philipp Bucher</a>.</p>",2020-06-23T17:03:28+00:00,2024-08-15T15:45:15+00:00,"Sequence alignment, Sequence database search, Sequence analysis",,Genomics
SwissRegulon,swissregulon,https://swissregulon.unibas.ch/sr/swissregulon,,SwissRegulon is a database of genome-wide annotations of regulatory sites. It contains annotations for 17 prokaryotes and 3 eukaryotes. The database frontend offers an intuitive interface showing genomic information in a clear and comprehensible graphical form.,Database of genome-wide annotations of regulatory sites,,"<p>Developed by the <a href=""https://www.sib.swiss/erik-van-nimwegen-group"" rel=""noopener noreferrer nofollow"">Genome Systems Biology group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-06-23T17:12:32+00:00,2024-11-06T15:14:19+00:00,"Sequence set (nucleic acid), Annotation track, Query and retrieval, Sequence motif (nucleic acid), Position weight matrix, Genome visualisation, Gene regulation, Transcription factors and regulatory sites, Sequence set (nucleic acid), Annotation track, Query and retrieval, Sequence motif (nucleic acid), Position weight matrix, Genome visualisation, Gene regulation, Transcription factors and regulatory sites, Textual format, GFF",,"Transcriptomics, Systems Biology, Genomics"
SwissParam,swissparam,http://www.swissparam.ch/,,"SwissParam is a fully automatic server that provides topology and parameters for small organic molecules, compatible with the CHARMM all atoms force field, for use with CHARMM and GROMACS.",Topology and parameters for small molecules,,"<p>Developed by the&nbsp;<a href=""https://www.sib.swiss/olivier-michielin-vincent-zoete-group"" rel=""noopener noreferrer nofollow""><u>Molecular Modelling group</u></a>&nbsp;and supported by the&nbsp;<a href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-06-23T18:05:23+00:00,2024-10-22T09:41:25+00:00,"Computational chemistry, Molecular modelling, Forcefield parameterisation, Small molecules, CHARMM rtf, GROMACS itp, Training material, Forcefield parameters, Chemical structure image, Mol2, Small molecule design, Small molecule design, Workflows",CC BY 4.0,"Medicinal chemistry, Structural analysis"
SwissBioIsostere,swissbioisostere,http://www.swissbioisostere.ch/,,"SwissBioisostere is a database containing information on millions of molecular replacements and their performance in biochemical assays. It is meant to provide researchers in drug discovery projects with ideas for bioisosteric modifications of their current lead molecule, and to give access to the details on particular molecular replacements.",Database of molecular replacements for ligand design,,"<p>Developed by the&nbsp;<a href=""https://www.sib.swiss/olivier-michielin-vincent-zoete-group"" rel=""noopener noreferrer nofollow""><u>Molecular Modelling group</u></a>&nbsp;and supported by the&nbsp;<a href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-06-23T18:10:51+00:00,2024-10-22T09:27:04+00:00,"Medicinal chemistry, Small molecules, Training material, Molecular model refinement, Drug discovery, Protein interactions, Drug development, Textual format, Structure similarity score, Compound ID (ChEMBL), UniProt accession, Chemical structure image, Protein name, Gene symbol, SMILES string, Protein-ligand interaction report",CC BY 4.0,"Proteins & Proteomes, Structural analysis, Medicinal chemistry"
SwissADME,swissadme,http://www.swissadme.ch/,,"SwissADME gives free access to a number of parameters and predictive models in order to compute the physicochemistry and estimate the pharmacokinetics, druglikeness and medicinal chemistry friendliness of one or several small molecules.",Pharmacokinetics properties and druglikeness,,"<p>Developed by the&nbsp;<a href=""https://www.sib.swiss/olivier-michielin-vincent-zoete-group"" rel=""noopener noreferrer nofollow""><u>Molecular Modelling group</u></a>&nbsp;and supported by the&nbsp;<a href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-06-23T18:15:00+00:00,2024-10-21T14:54:38+00:00,"Drug metabolism, Small molecules, Small molecule design, Pharmacology, Drug discovery, Small molecule report, Chemical structure image, SMILES string, Pharmacology, Drug discovery, Small molecule report, Chemical structure image, SMILES string",CC BY 4.0,Medicinal chemistry
Swiss Mass Abacus,swiss-mass-abacus,https://glycoproteome.expasy.org/swiss-mass-abacus/,,Swiss Mass Abacus is a calculator of peptide and glycopeptide masses. It is purposefully kept as simple as a basic calculator executing arithmetic operations.,Intuitive calculator of peptide and glycopeptide masses,,"<p>Developed by the <a href=""https://www.sib.swiss/frederique-lisacek-group"" rel=""noopener noreferrer nofollow"">Proteome Informatics group</a>.</p>",2020-06-23T18:24:50+00:00,2020-07-16T12:41:11+00:00,"Protein molecular weight calculation, Carbohydrates, Protein modifications",,"Glycomics, Proteins & Proteomes"
SugarSketcher,sugarsketcher,https://glycoproteome.expasy.org/sugarsketcher/,,"SugarSketcher was designed to provide users with a simple and efficient interface for drawing glycan molecules with the logos defined in the Symbol Nomenclature for Glycans (SNFG). The tool operates in a quick  mode in which the top menu shows a limited set of logos or in a normal mode in which the top menu is comprehensive. In either cases, a structure can be drawn from scratch or from a core structure. Structures are exportable as .svg images or in the GlycoCT format.","Fast, intuitive, SNFG-compliant glycan structure drawing",,"<p>Developed by the <a href=""https://www.sib.swiss/frederique-lisacek-group"" rel=""noopener noreferrer nofollow"">Proteome Informatics group</a>.</p>",2020-06-24T09:20:48+00:00,2020-07-16T12:21:24+00:00,"Carbohydrates, Protein modifications, Visualisation",,Glycomics
SugarBind,sugarbind,https://sugarbind.expasy.org,,"SugarBind covers knowledge of glycan binding of human pathogen lectins and adhesins. Information is collected by experts from articles published in peer-reviewed scientific journals. The data were compiled through an exhaustive search of literature published over the past 30 years by glycobiologists, microbiologists, and medical histologists.",Pathogen Sugar-Binding Database,,"<p>Developed by the <a href=""https://www.sib.swiss/frederique-lisacek-group"" rel=""noopener noreferrer nofollow"">Proteome Informatics group</a>.</p>",2020-06-24T09:25:27+00:00,2024-08-15T14:25:38+00:00,"Carbohydrates, Protein modifications, Protein interactions, Microbiology, Virology, Infectious disease, Visualisation, Query and retrieval",CC BY-NC-ND 4.0,Glycomics
SSA,ssa,https://epd.expasy.org/ssa/,,"SSA is a software package for the analysis of nucleic acid sequence motifs that are positionally correlated with a functional site such as a transcription initiation site. The programs provided by this web server are the following: generation of a constraint profile (Cpr); generation of a signal list (SList); generation of a signal occurrence profile (OProf); pattern optimization tool (PatOp); find motifs around functional sites (FindM), and extract sequences around functional sites (FromFPS).",Analysis of nucleic acid sequence motifs,,"<p>Developed by the Computational Cancer Genomics group of <a target=""_blank"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/directory/person/philipp-bucher"" tt-mode=""url"">Philipp Bucher</a>.</p>",2020-06-24T09:37:25+00:00,2024-07-31T10:12:26+00:00,"Sequence motif discovery, Sequence motif recognition, Information retrieval, Transcription factor binding site prediction",,Genomics
SNP2TFBS,snp2tfbs,https://epd.expasy.org/snp2tfbs/,,"The resource is based on a new 'in silico' approach for identifying regulatory variants. The transcription factor (TF) binding score is computed in both the reference (hg19) and alternate human genome assemblies. The alternate genome assembly is generated by incorporating the alternate allele of common genetic variants (AF>=0.001) from the 1000 Genomes Project. Interesting candidate variants are those SNPs that disrupt, create or change the TF binding score/affinity between the two genomes.",Regulatory SNPs affecting TF binding site affinity,,"<p>Developed by the Computational Cancer Genomics group of <a target=""_blank"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/directory/person/philipp-bucher"" tt-mode=""url"">Philipp Bucher</a>.</p>",2020-06-24T09:46:33+00:00,2024-07-31T10:13:41+00:00,"Transcription factor binding site prediction, SNP annotation, Variant effect prediction, GWAS study, Sequence variations",,Genomics
SIBsim4,sibsim4,https://sourceforge.net/projects/sibsim4/,,"SIBsim4 is a modified version of the sim4 program, which is a similarity-based tool for spliced alignments, i.e. for aligning an expressed DNA sequence (EST, mRNA) with a genomic sequence.",Align expressed RNA sequences on a DNA template,,"<p>Hosted by the <a target=""_self"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/vital-it"" tt-mode=""url""><span>Vital-IT Computational Biology</span> group</a>.</p>",2020-06-24T10:03:12+00:00,2024-07-18T07:34:40+00:00,"Sequence alignment, Splice site prediction",,"Genomics, Transcriptomics"
ShoRAH,shorah,http://cbg-ethz.github.io/shorah/,,"The software suite ShoRAH (Short Reads Assembly into Haplotypes) is used for the analysis of next generation sequencing data designed to analyse genetically heterogeneous samples. It can be used to provide error correction, haplotype reconstruction and estimation of the frequency of the different genetic variants present in a mixed sample.",Analysis of NGS data,,"<p>Developed by the <a href=""https://www.sib.swiss/niko-beerenwinkel-group"" rel=""noopener noreferrer nofollow"">Computational Biology group</a>.</p>",2020-06-24T10:18:17+00:00,2024-09-13T11:51:18+00:00,"Haplotype mapping, Variant calling, Sequence variations, Nucleic acid sequence, CSV, Sequence composition calculation, Nucleic acid sequence analysis, Workflows, FASTA-like (text), SAM, Molecular evolution, Nucleic acid sequence, CSV, Sequence composition calculation, Nucleic acid sequence analysis, Workflows, FASTA-like (text), SAM, Molecular evolution, ZIP format",,Genomics
REALPHY,realphy,https://realphy.unibas.ch/realphy/,,"REALPHY (Reference sequence Alignment based Phylogeny builder) is an online pipeline that infers phylogenetic trees from whole genome sequence data. The user only has to provide genome sequences in FASTA, GenBank or FASTQ formats. Phylogenetic trees are inferred using PhyML from these sequences. The alignments, tree files and information on SNPs and deleted sites are available for download after the analysis is finished.",Inference of phylogenetic trees from genome data,,"<p>Developed by the <a href=""https://www.sib.swiss/erik-van-nimwegen-group"" rel=""noopener noreferrer nofollow"">Genome Systems Biology group</a> and supported by the <a href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a>.</p>",2020-06-24T10:35:26+00:00,2024-10-24T13:49:57+00:00,"Phylogeny, Species tree construction, Workflows, Whole genome sequencing, FASTA-like (text), SNP detection, GenBank format, FASTQ, Whole genome sequencing, FASTA-like (text), SNP detection, GenBank format, FASTQ",,"Genes & Genomes, Evolution & Phylogeny"
QuasR,quasr,https://bioconductor.org/packages/release/bioc/html/QuasR.html,,"R/Bioconductor package for the quantification and analysis of Short Reads. QuasR covers a complete workflow starting from raw sequence reads, over creation of alignments and quality control plots, to the quantification of genomic regions of interest.",Quantification and analysis of Short Reads,,"<p>Developed by the <a href=""https://www.sib.swiss/michael-stadler-group"" rel=""noopener noreferrer nofollow"">FMI Computational Biology group</a>.</p>",2020-06-24T10:55:13+00:00,2023-11-01T14:37:42+00:00,"RNA-Seq, ChIP-seq, Methylated DNA immunoprecipitation, Read mapping, Bisulfite mapping",,"Genomics, Transcriptomics"
QMEAN,qmean,https://swissmodel.expasy.org/qmean/,,"Estimating the quality of predicted structural models is a crucial step in homology modeling. QMEAN provides access to three scoring functions (QMEANDisCo, QMEAN, QMEANBrane) for the quality estimation of protein structure models which allow to rank a set of models and to identify potentially unreliable region within these.",Protein model quality estimation,,"<p>Developed by the <a href=""https://www.sib.swiss/torsten-schwede-group"" rel=""noopener noreferrer nofollow"">Computational Structural Biology group</a>.</p>",2020-06-24T11:03:18+00:00,2024-10-03T12:33:50+00:00,"Protein structure validation, Protein structure analysis, Protein structure, Protein structure report, Data quality management, Molecular modelling, Protein structure, Protein structure report, Data quality management, Molecular modelling",,"Structural analysis, Proteins & Proteomes"
Progenetix,progenetix,https://progenetix.org/,,"The Progenetix database provides an overview of mutation data in cancer, with focus on copy number abnormalities (CNV / CNA), for all types of human malignancies

The resource currently (2020) contains genome profiles of 138'334 individual samples from ~700 cancer types, according to the NCIt ""neoplasm"" classification.

Additionally to genome profiles and associated metadata, the website presents information about currently 4027 articles referring to cancer genome profiling experiments.",Genomic profiles of cancer samples with focus on CNV,,"<p>Developed by the <a href=""https://www.sib.swiss/michael-baudis-group"" rel=""noopener noreferrer nofollow"">Theoretical Oncogenomics group</a>.</p>",2020-06-24T11:08:37+00:00,2024-08-21T13:00:26+00:00,"Visualisation, Genome annotation, Aggregation, Sequence feature comparison, Literature search, Copy number estimation, Oncology, Structural variation, Sequence variations",CC BY 4.0,"Systems Biology, Genes & Genomes, Genomics"
pftools,pftools,https://github.com/sib-swiss/pftools3,,"The pftools are a collection of programs to build, calibrate, and search biological sequences with generalized profiles. Generalized profiles are an extension of position specific scoring matrices by including position specific scores for insertions and deletions. They correspond to a matrix representation of a multiple sequence alignment that can be used to search distant homologous sequences and precisely align sequences to the model.","Build, calibrate, and search biological sequences",,"<p>Hosted by the <a target=""_self"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/vital-it"" tt-mode=""url""><span>Vital-IT Computational Biology</span> group</a>.</p>",2020-06-24T11:18:41+00:00,2024-07-18T07:35:49+00:00,"Sequence motif (protein), Protein domain, Sequence sites, features and motifs, Sequence similarity search",,Proteins & Proteomes
PaxDb,paxdb,https://pax-db.org/,,"PaxDb aggregates and integrates knowledge from proteomics studies to provide a best estimate for the quantitative proteome in a functional and physiological state. It presents inter-species variation in protein abundance, serving as a reference for studies in proteomics, evolutionary biology and functional genomics as well as to compute protein abundance in user-uploaded data.

💡 PaxDb is a reference database for protein abundance across 170 species.",Protein abundance across several organisms,,"<p>Developed by the <a href=""https://www.sib.swiss/christian-von-mering-group"" rel=""noopener noreferrer nofollow"">Bioinformatics Systems Biology group</a>.</p>",2020-06-24T11:24:07+00:00,2024-11-07T13:08:46+00:00,"Mass spectrometry data, Query and retrieval, Query and retrieval, Proteomics, NCBI taxonomy ID, Protein expression, Proteomics, NCBI taxonomy ID, Protein expression, Protein quantification, UniProt accession, Protein name, ZIP format, Gene name",,Proteins & Proteomes
PACMAN,pacman,https://bugfri.unibe.ch/pacman/,,"PACMAN generates publication quality images of methylated motifs counts, locations and non-methylated locations, on one or both strands of the DNA. The user can apply several filters on the gff data to avoid bad quality modifications or low coverage, for example. The optional filters are the IPDratio, the coverage and the identification quality value (idqv). This web page requires upload of a bacterial full or draft genome, together with the motifs.gff file of a PacBio sequencing analysis.",Publication quality images of DNA locations,,"<p>Developed by the <a target=""_self"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/laurent-falquet-group"" tt-mode=""url"">Bioinformatics Unravelling group (BUGFri)</a>.</p>",2020-06-24T11:29:27+00:00,2024-07-16T15:35:14+00:00,"Whole genome methylation analysis, Visualisation",,Genomics
OpenStructure,openstructure,https://openstructure.org/,,"The OpenStructure library project aims to provide an open-source, modular, flexible, molecular modelling and visualization environment. It is targeted at interested users and method developers in the field of structural bioinformatics. Its cleanly designed API, available in both Python and C++, provides a command line interface for batch processing, as well as a graphical user interface fully scriptable in Python.",Molecular modelling and visualisation environment,,"<p>Developed by the <a href=""https://www.sib.swiss/torsten-schwede-group"" rel=""noopener noreferrer nofollow"">Computational Structural Biology group</a>.</p>",2020-06-24T13:01:10+00:00,2024-10-03T12:32:48+00:00,"Score, Modelling and simulation, Protein sequence, Structure visualisation, DNA sequence, RNA sequence, Python script, Workflows, Score, Modelling and simulation, Protein sequence, Structure visualisation, DNA sequence, RNA sequence, Python script, Workflows, Training material, PDB, mmCIF",,Structural analysis
Nextstrain,nextstrain,https://nextstrain.org/,,Nextstrain is an open-source project to harness the scientific and public health potential of pathogen genome data. We provide a continually-updated view of publicly available data alongside powerful analytic and visualization tools for use by the community. Our goal is to aid epidemiological understanding and improve outbreak response.,Impact of pathogen genome data on science and public health,https://www.youtube.com/channel/UCir2iV2soccUqkLblrCdEjQ,"<p>Developed by the <a href=""https://www.sib.swiss/richard-neher-group"" rel=""noopener noreferrer nofollow"">Microbial Evolution group</a>&nbsp;and supported by the&nbsp;<a href=""https://www.sib.swiss/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-06-24T14:31:11+00:00,2025-03-11T11:49:38+00:00,"Public health and epidemiology, Phylogenetic analysis, Training material, Infectious disease, Virology, Molecular evolution, Workflows, Data visualisation, Data visualisation, Phylogeny, Phylogeny",GNU AGPL,"Evolution biology, Genomics"
arrayMAP,arraymap,https://progenetix.org/progenetix-cohorts/arraymap/,,arrayMap is a curated reference database and bioinformatics resource targeting copy number profiling data in human cancer. The arrayMap database provides an entry point for meta-analysis and systems level data integration of high-resolution oncogenomic CNA data.,Curated array data repository for cancer genomics,,"<p>Developed by the <a href=""https://www.sib.swiss/michael-baudis-group"" rel=""noopener noreferrer nofollow"">Theoretical Oncogenomics group</a>.</p>",2020-06-24T18:26:29+00:00,2024-08-22T15:12:03+00:00,"Copy number estimation, Genome annotation, Variant pattern analysis, Oncology, Structural variation, Sequence variations",CC BY-SA 4.0,"Genomics, Systems Biology"
MSight,msight,https://msight.sib.swiss/,,"An image analysis software for liquid chromatography-mass spectrometry. MSight is a tool specifically developed for the representation of mass spectra along with data from a separation step. It provides simple ways to navigate through very large volumes of data, with the ability to display small regions for closer scrutiny.",Mass Spectrometry Imager,,"<p>Developed by the&nbsp;<a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/clinical-bioinformatics"" tt-mode=""url""><u>Clinical Bioinformatics group</u></a>.</p>",2020-06-24T18:53:32+00:00,2025-01-15T15:43:59+00:00,"Mass spectrometry data, Image analysis, Data visualisation, Small molecules, Small molecules, Carbohydrates, Sample comparison, Expression data visualisation, Mass spectrum visualisation, Protein quantification, Mass spectrum, mzXML, mzData, Protein modifications, Workflows, Proteomics experiment",,Proteins & Proteomes
mOTUs,motus,https://www.motus-tool.org/,,"The mOTUs tool uses phylogenetic marker gene (MG)-based operational taxonomic units (mOTUs) to profile microorganisms  at species-level resolution when using metagenomic data as input. Since the MGs represent housekeeping genes, mOTUs can also be used to profile transcriptionally active community members when using metatranscriptomic data as input. Furthermore, MG-based SNV profiling provides an efficient alternative to using whole genome sequences to compare microbial strain populations.",Microbial taxonomic and population genomic profiler,https://www.youtube.com/watch?v=lAqKsquNpXg,"<p>Developed by the <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/shinichi-sunagawa-group"" tt-mode=""url"">Microbiome Research group</a> and supported by the <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/database-software-tools/sib-resources"" tt-mode=""url"">SIB Swiss Institute of Bioinformatics</a><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" tt-mode=""url"">.</a></p>",2020-06-24T19:02:34+00:00,2025-01-27T12:08:33+00:00,"Species frequency estimation, Transcriptomics, Population genomics, Read binning, Sample comparison, Taxonomic classification, Training material, Microbial ecology, GZIP format, CSV, VCF, Nucleic acid sequence analysis, Metagenomics, Nucleic acid sequence analysis, Metagenomics",GPL 3,"Population genetics, Metagenomics"
miRmap,mirmap,https://mirmap.ezlab.org/,,"MicroRNAs, or miRNAs, post-transcriptionally repress the expression of protein-coding genes. miRmap provides comprehensive prediction of microRNA target repression strength. Our resource enables users to search precompiled and predict online miRNA targets with miRmap.",Prediction of microRNA target repression strength,,"<p>Developed by the <a href=""https://www.sib.swiss/evgeny-zdobnov-group"" rel=""noopener noreferrer nofollow"">Computational Evolutionary Genomics group</a>.</p>",2020-06-26T15:50:25+00:00,2024-10-16T09:14:09+00:00,"miRNA target prediction, Expression analysis, Comparative genomics, Functional, regulatory and non-coding RNA, RNA sequence, CSV, Gene symbol, BED, Species name, JSON",,"Genomics, Transcriptomics"
MADAP,madap,https://epd.expasy.org/madap/,,"MADAP is a flexible clustering tool for the interpretation of one-dimensional genome annotation data. Such data might consist of counts, probabilities, or intensities associated with genome positions. They may be generated by mapping mRNA 5' and 3' sequence tags to genomes, by ChIP-chip or ChIP-Seq assays, or by genome-wide genotype-phenotype association studies. MADAP identifies clusters of data points corresponding to genomic features.",Clustering tool of genomic sites,,"<p>Developed by the Computational Cancer Genomics group of <a target=""_blank"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/directory/person/philipp-bucher"" tt-mode=""url"">Philipp Bucher</a>.</p>",2020-06-26T16:03:01+00:00,2024-07-31T10:14:57+00:00,"Sequencing, Statistics and probability, Peak calling, Genome annotation, Transcription factors and regulatory sites",,Genomics
IScan,iscan,https://www.ieu.uzh.ch/wagner/software/IScan/index.html,,"A package to identify insertion sequences and similar transposable elements, their inverted repeats, and the direct target repeats they generate in entire genomes.",Insertion sequence identification in whole genomes,,"<p>Developed by the <a href=""https://www.sib.swiss/andreas-wagner-group"" rel=""noopener noreferrer nofollow"">Evolutionary Systems Biology group</a>.</p>",2020-06-26T16:18:37+00:00,2022-10-05T12:03:38+00:00,Nucleic acid feature detection,,Genomics
iPtgxDBs,iptgxdbs,https://iptgxdb.expasy.org,,"This is both a tool and a database. Via a web service, users can generate i) integrated proteogenomics databases (iPtgxDBs) that can be used to identify as of yet missing protein-coding genes in prokaryotic organisms, and ii) a GFF file that contains all integrated annotations from reference genome annotations, gene prediction softwares like Prodigal, and a modified 6-frame translation (considering alternative start codons). Users are encouraged to make their iPtgxDBs available.",Platform for integrated proteogenomics databases,,"<p>Developed by the <a href=""https://www.sib.swiss/christian-ahrens-group"" rel=""noopener noreferrer nofollow"">Bioinformatics and Proteogenomics group</a>.</p>",2020-06-26T16:30:35+00:00,2024-08-21T13:34:49+00:00,"Whole genome sequencing, Genome annotation, Mass spectrometry data, Protein identification",,"Genomics, Genes & Genomes, Systems Biology"
MELANIE,melanie,https://2d-gel-analysis.com,,"Melanie combines a unique and flexible interface for the visualization, exploration and analysis of 2D gel and blot images. The software allows differential protein expression analysis of conventional 2-DE and 2D-DIGE gels, to detect protein abundance changes for biomarker discovery. It also features dedicated functionality for Host Cell Protein (HCP) antibody coverage analysis to support development of immunoassays for HCP detection in biopharmaceuticals.",2-D PAGE analysis,,"<p>Developed by the <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/clinical-bioinformatics"" tt-mode=""url"">Clinical Bioinformatics group</a>.</p>",2020-06-26T16:47:04+00:00,2025-01-15T16:07:02+00:00,"2D PAGE image, Image analysis, Protein quantification, Differential protein expression profiling, Data visualisation, Expression analysis, Biomarkers, Medicine, Proteomics experiment, TIFF, Workflows, Protein modifications, Medicine, Proteomics experiment, TIFF, Workflows, Protein modifications",,Proteins & Proteomes
Glynsight,glynsight,https://glycoproteome.expasy.org/glynsight/,,"Glynsight is a web interface to upload, visualize and interactively compare glycan expression profiles. The tool can process N- or O-linked glycan expression data.",Visualise and compare glycan expression profiles,,"<p>Developed by the <a href=""https://www.sib.swiss/frederique-lisacek-group"" rel=""noopener noreferrer nofollow"">Proteome Informatics group</a>.</p>",2020-06-26T17:15:21+00:00,2024-08-16T13:52:43+00:00,"Expression profile comparison, Carbohydrates, Visualisation, Protein interactions, Protein modifications",,Glycomics
Glydin',glydin,https://glycoproteome.expasy.org/epitopes/,,Glydin' compiles and maps information relative to glycoepitopes (glycan determinants) as published in the literature or reported in databases. The output is an interactive network of structurally related glycan sub-structures.,Network representation of known glycan determinants,,"<p>Developed by the <a href=""https://www.sib.swiss/frederique-lisacek-group"" rel=""noopener noreferrer nofollow"">Proteome Informatics group</a>.</p>",2020-06-26T17:19:23+00:00,2020-07-16T12:48:56+00:00,"Carbohydrates, Molecular interactions, pathways and networks, Structure analysis",,Glycomics
GlycoSiteAlign,glycositealign,https://glycoproteome.expasy.org/glycositealign/,,"GlycoSiteAlign selectively aligns amino acid sequences surrounding glycosylation sites (by default, 20 positions on each side of the glycosylated residue) depending on structural properties of the glycan attached to the site. These properties are either general (e.g., ""fucosylated"") or specific, such as precise composition, and are proposed in a drop-down list.",Multiple alignment of sequences around glycosylation sites,,"<p>Developed by the <a href=""https://www.sib.swiss/frederique-lisacek-group"" rel=""noopener noreferrer nofollow"">Proteome Informatics group</a>.</p>",2020-06-26T17:29:46+00:00,2020-07-16T12:22:46+00:00,"Carbohydrates, Multiple sequence alignment, Protein modifications, Protein sites, features and motifs",,"Glycomics, Proteins & Proteomes"
GlyConnect,glyconnect,https://glyconnect.expasy.org,,"GlyConnect is a platform integrating several sources of information to characterise the molecular actors of glycosylation, mainly glycoproteins and N- and O-linked glycans. The purpose of GlyConnect is to bring out in a single resource the relationships between glycans, the proteins that carry them, the enzymes that synthesise or degrade them and the proteins that bind them.",Integrated data platform to study glycosylation,,"<p>Developed by the <a href=""https://www.sib.swiss/frederique-lisacek-group"" rel=""noopener noreferrer nofollow"">Proteome Informatics group</a> and supported by the <a href=""https://www.sib.swiss/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a><a href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">.</a></p>",2020-06-26T17:50:15+00:00,2025-03-11T11:50:54+00:00,"Carbohydrates, Protein modifications, Protein sites, features and motifs, Query and retrieval, Online course, Training material, Virology, Carbohydrate report, NCBI taxonomy ID, PubMed ID, UniProt ID, Cell line name, GO concept ID, Disease ID, Chemical name (IUPAC), Textual format, JSON, JPG, BMP, PNG",CC BY 4.0,"Glycomics, Proteins & Proteomes"
GlycoDigest,glycodigest,https://glycoproteome.expasy.org/glycodigest/,,GlycoDigest is a tool that simulates the action of these exoglycosidases on released oligosaccharides. It assists glycobiologists in designing enzyme mixtures that can be used to guide the precise determination of glycan structures.,In silico digestion of glycans by exoglycosidases,,"<p>Developed by the <a href=""https://www.sib.swiss/frederique-lisacek-group"" rel=""noopener noreferrer nofollow"">Proteome Informatics group</a>.</p>",2020-06-26T17:54:21+00:00,2020-07-16T12:08:34+00:00,"Enzymes, Modelling and simulation, Carbohydrates, Protein modifications",,Glycomics
Genome History,genome-history,https://www.ieu.uzh.ch/wagner/software/GenomeHistory/,,A tool to extract duplicate genes and their amino acid and synonymous divergence from completely sequenced genomes.,Gene duplicate identification,,"<p>Developed by the <a href=""https://www.sib.swiss/andreas-wagner-group"" rel=""noopener noreferrer nofollow"">Evolutionary Systems Biology group</a>.</p>",2020-06-26T17:58:34+00:00,2024-08-15T09:41:20+00:00,Nucleic acid feature detection,,Systems Biology
FetchGWI / tagger,fetchgwi-tagger,https://sourceforge.net/projects/tagger/,,Tagger and fetchGWI are tools which allow searching short sequence tags against entire genomes or mRNA reference sequence databases.,Short sequence mapping,,"<p>Hosted by the <a target=""_self"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/vital-it"" tt-mode=""url""><span>Vital-IT Computational Biology</span> group</a>.</p>",2020-06-26T18:08:10+00:00,2024-08-22T15:19:17+00:00,"Sequence alignment, Mapping, Sequence search results",,"Genomics, Transcriptomics"
fastsimcoal,fastsimcoal,https://cmpg.unibe.ch/software/fastsimcoal2/,,Fast sequential Markov coalescent simulation of genomic data under complex evolutionary models,Fast sequential Markov coalescent simulation of genomic data,,"<p>Developed by the <a href=""https://www.sib.swiss/laurent-excoffier-group"" rel=""noopener noreferrer nofollow"">Computational and Molecular Population Genetics group</a>.</p>",2020-06-26T18:18:13+00:00,2024-08-22T15:16:17+00:00,"Genetic variation, Statistical inference, Modelling and simulation, Hidden Markov model",,"Evolution biology, Genomics, Population genetics"
